"No.","Time","Source","Destination","Protocol","Length","Info"
"41","7.598794826","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:3107::6812:2715","TCP","86","50788  >  443 [ACK] Seq=33 Ack=29 Win=63 Len=0 TSval=413580875 TSecr=1100164725"
"42","8.396886609","0.0.0.0","255.255.255.255","DHCP","347","DHCP Discover - Transaction ID 0x669d4875"
"43","8.602382359","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xa5daa43b"
"44","8.602397103","AzureWaveTec_40:47:91","Broadcast","ARP","42","Who has 1.1.1.1? Tell 100.96.0.2"
"45","9.420379440","AzureWaveTec_40:47:91","Broadcast","ARP","42","Who has 8.8.8.8? Tell 100.96.0.2"
"46","9.627631548","2a06:98c1:3107::6812:2715","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.2","110","Application Data"
"47","9.627670031","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:3107::6812:2715","TCP","86","50788  >  443 [ACK] Seq=33 Ack=53 Win=63 Len=0 TSval=413582903 TSecr=1100166790"
"48","9.627891475","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:3107::6812:2715","TLSv1.2","114","Application Data"
"49","9.714208217","2a06:98c1:3107::6812:2715","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","443  >  50788 [ACK] Seq=53 Ack=61 Win=16 Len=0 TSval=1100166887 TSecr=413582904"
"50","10.444313234","AzureWaveTec_40:47:91","Broadcast","ARP","42","Who has 8.8.8.8? Tell 100.96.0.2"
"51","11.058803704","AzureWaveTec_40:47:91","Broadcast","ARP","42","Who has 1.1.1.1? Tell 100.96.0.2"
"52","11.468368769","AzureWaveTec_40:47:91","Broadcast","ARP","42","Who has 8.8.8.8? Tell 100.96.0.2"
"53","11.930645317","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","fdcc:1705:6306:16::1","DNS","106","Standard query 0x2ff1 AAAA mozilla.cloudflare-dns.com"
"54","11.934382587","fdcc:1705:6306:16::1","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","DNS","162","Standard query response 0x2ff1 AAAA mozilla.cloudflare-dns.com AAAA 2a06:98c1:52::4 AAAA 2803:f800:53::4"
"55","11.939471176","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","1294","Initial, DCID=df316185c23d3a20fcba48e245, SCID=ab2150, PKN: 0, CRYPTO, CRYPTO"
"56","11.939530753","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","1294","Initial, DCID=df316185c23d3a20fcba48e245, SCID=ab2150, PKN: 1, CRYPTO"
"57","11.939579299","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","1294","0-RTT, DCID=df316185c23d3a20fcba48e245, SCID=ab2150"
"58","12.003826446","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Initial, DCID=ab2150, SCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2, PKN: 0, ACK"
"59","12.003827062","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Initial, DCID=ab2150, SCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2, PKN: 1, ACK"
"60","12.006987659","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Initial, DCID=ab2150, SCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2, PKN: 2, ACK"
"61","12.009723794","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Initial, DCID=ab2150, SCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2, PKN: 3, CRYPTO"
"62","12.009724352","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","1262","Protected Payload (KP0), DCID=ab2150"
"63","12.013536532","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","678","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"64","12.064725545","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","119","Protected Payload (KP0), DCID=ab2150"
"65","12.067780813","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","89","Protected Payload (KP0), DCID=ab2150"
"66","12.067781406","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","89","Protected Payload (KP0), DCID=ab2150"
"67","12.067781536","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","114","Protected Payload (KP0), DCID=ab2150"
"68","12.067781659","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","686","Protected Payload (KP0), DCID=ab2150"
"69","12.068516995","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","107","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"70","12.071138019","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"71","12.076738654","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","311","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"72","12.077213937","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","311","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"73","12.077532484","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","311","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"74","12.091456569","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","106","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"75","12.091548457","AzureWaveTec_40:47:91","Broadcast","ARP","42","Who has 1.1.1.1? Tell 100.96.0.2"
"76","12.106459862","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","88","Protected Payload (KP0), DCID=ab2150"
"77","12.129379674","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","89","Protected Payload (KP0), DCID=ab2150"
"78","12.130518984","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"79","12.131639978","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"80","12.132135031","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","105","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"81","12.135017854","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"82","12.155265178","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","106","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"83","12.174568155","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","522","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"84","12.175858178","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","94","53354  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=3285562564 TSecr=0 WS=1024"
"85","12.176050711","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","94","53366  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=3285562564 TSecr=0 WS=1024"
"86","12.176224194","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","94","53368  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=3285562564 TSecr=0 WS=1024"
"87","12.227595207","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  53354 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 MSS=1360 SACK_PERM TSval=1988788611 TSecr=3285562564 WS=128"
"88","12.227620400","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","89","Protected Payload (KP0), DCID=ab2150"
"89","12.227638775","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","74","53354  >  443 [RST] Seq=1 Win=0 Len=0"
"90","12.229747989","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"91","12.230300517","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","105","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"92","12.233143626","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  53368 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 MSS=1360 SACK_PERM TSval=1988788620 TSecr=3285562564 WS=128"
"93","12.233143924","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  53366 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 MSS=1360 SACK_PERM TSval=1988788619 TSecr=3285562564 WS=128"
"94","12.233150379","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"95","12.233185922","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","74","53366  >  443 [RST] Seq=1 Win=0 Len=0"
"96","12.233206897","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","74","53368  >  443 [RST] Seq=1 Win=0 Len=0"
"97","12.237664936","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","311","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"98","12.238264127","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","522","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"99","12.253414982","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","106","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"100","12.290118666","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","89","Protected Payload (KP0), DCID=ab2150"
"101","12.292662135","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"102","12.295981140","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"103","12.295981508","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"104","12.296947341","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","106","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"105","12.641526197","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","94","53384  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=3285563029 TSecr=0 WS=1024"
"106","12.712627600","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  53384 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 MSS=1360 SACK_PERM TSval=1988789100 TSecr=3285563029 WS=128"
"107","12.712684563","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","86","53384  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=3285563100 TSecr=1988789100"
"108","12.714170880","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TLSv1.2","1990","Client Hello (SNI=moodle.uclouvain.be)"
"109","12.766234192","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","98","[TCP Dup ACK 106#1] 443  >  53384 [ACK] Seq=1 Ack=1 Win=64384 Len=0 TSval=1988789156 TSecr=3285563100 SLE=1349 SRE=1905"
"110","12.766234732","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","443  >  53384 [ACK] Seq=1 Ack=1905 Win=63232 Len=0 TSval=1988789157 TSecr=3285563102"
"111","12.767079115","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.2","1069","[TCP Previous segment not captured] , Ignored Unknown Record"
"112","12.767079477","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1434","[TCP Out-Of-Order] 443  >  53384 [ACK] Seq=1 Ack=1905 Win=64128 Len=1348 TSval=1988789157 TSecr=3285563102"
"113","12.767079564","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","1434","[TCP Out-Of-Order] 443  >  53384 [ACK] Seq=1349 Ack=1905 Win=64128 Len=1348 TSval=1988789157 TSecr=3285563102"
"114","12.767110544","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","98","[TCP Dup ACK 107#1] 53384  >  443 [ACK] Seq=1905 Ack=1 Win=65536 Len=0 TSval=3285563155 TSecr=1988789157 SLE=2697 SRE=3680"
"115","12.767138692","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","98","53384  >  443 [ACK] Seq=1905 Ack=1349 Win=64512 Len=0 TSval=3285563155 TSecr=1988789157 SLE=2697 SRE=3680"
"116","12.767150609","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","86","53384  >  443 [ACK] Seq=1905 Ack=3680 Win=62464 Len=0 TSval=3285563155 TSecr=1988789157"
"117","12.783220849","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","522","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"118","12.834310338","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","89","Protected Payload (KP0), DCID=ab2150"
"119","12.836207335","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"120","12.836847046","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","105","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"121","12.838413928","2a06:98c1:52::4","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","QUIC","650","Protected Payload (KP0), DCID=ab2150"
"122","12.839239500","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:310a::6812:26e9","TCP","94","51378  >  80 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=2758717169 TSecr=0 WS=1024"
"123","12.858658562","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:52::4","QUIC","106","Protected Payload (KP0), DCID=011b2d4e8092ff2db81b634e2592e5066d41ddd2"
"124","12.887208396","2a06:98c1:310a::6812:26e9","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","80  >  51378 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2882821135 TSecr=2758717169 WS=8192"
"125","12.887290346","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:310a::6812:26e9","TCP","86","51378  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2758717217 TSecr=2882821135"
"126","12.889963819","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:310a::6812:26e9","OCSP","529","Request"
"127","12.939705172","2a06:98c1:310a::6812:26e9","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","80  >  51378 [ACK] Seq=1 Ack=444 Win=131072 Len=0 TSval=2882821192 TSecr=2758717220"
"128","12.985505664","2a06:98c1:310a::6812:26e9","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","OCSP","1187","Response"
"129","12.985547802","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2a06:98c1:310a::6812:26e9","TCP","86","51378  >  80 [ACK] Seq=444 Ack=1102 Win=64512 Len=0 TSval=2758717315 TSecr=2882821238"
"130","12.990141896","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TLSv1.2","150","Change Cipher Spec, Application Data"
"131","12.991150111","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TLSv1.2","1283","Application Data"
"132","13.037052190","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.2","165","Application Data"
"133","13.037052523","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.2","165","Application Data"
"134","13.037076531","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","86","53384  >  443 [ACK] Seq=3166 Ack=3759 Win=62464 Len=0 TSval=3285563425 TSecr=1988789428"
"135","13.037087921","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","86","53384  >  443 [ACK] Seq=3166 Ack=3838 Win=62464 Len=0 TSval=3285563425 TSecr=1988789428"
"136","13.082331427","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","443  >  53384 [ACK] Seq=3838 Ack=3166 Win=64128 Len=0 TSval=1988789474 TSecr=3285563379"
"137","13.086566888","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.2","795","Application Data"
"138","13.086587799","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","86","53384  >  443 [ACK] Seq=3166 Ack=4547 Win=62464 Len=0 TSval=3285563474 TSecr=1988789479"
"139","13.108465833","AzureWaveTec_40:47:91","Broadcast","ARP","42","Who has 1.1.1.1? Tell 100.96.0.2"
"140","13.145359654","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TLSv1.2","2746","Application Data"
"141","13.168337997","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","94","53396  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=3285563556 TSecr=0 WS=1024"
"142","13.189149075","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","98","[TCP Dup ACK 136#1] 443  >  53384 [ACK] Seq=4547 Ack=3166 Win=64128 Len=0 TSval=1988789580 TSecr=3285563474 SLE=4514 SRE=5826"
"143","13.191220423","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","86","443  >  53384 [ACK] Seq=4547 Ack=5826 Win=63232 Len=0 TSval=1988789581 TSecr=3285563533"
"144","13.222335512","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TCP","94","443  >  53396 [SYN, ACK] Seq=0 Ack=1 Win=64260 Len=0 MSS=1360 SACK_PERM TSval=1988789607 TSecr=3285563556 WS=128"
"145","13.222388475","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TCP","86","53396  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=3285563610 TSecr=1988789607"
"146","13.224160111","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","2001:6a8:3081:10f1::1:b","TLSv1.3","2161","Client Hello (SNI=moodle.uclouvain.be)"
"147","13.248949731","2001:6a8:3081:10f1::1:b","fdcc:1705:6306:16:2c3c:8cd9:35be:5cd6","TLSv1.2","969","Application Data"
